UNITID,PCTFLOAN,PCIP16,PPTUG_EF,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,SATMTMID,SATVRMID,SATWRMID,UGDS,DEBT_EARNINGS_RATIO,OPEID,OPEID6,HCM2,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,UG25ABV
440989,0.5705,0.0,0.0,0.0317,0.7290000000000001,0.2345,0.0032,,,,631.0,64,2568100,25681,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8501.0,,,,,,8501.0,8031.0,10084.0,,,0.715,,0.5269,,,0.6218
436775,0.6522,0.0,0.0046,0.6239,0.055,0.2523,0.0413,,,,218.0,69,3371300,33713,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0063,0.0,0.0949,,15692.0,,,,,,14526.0,15442.0,17084.0,18823.0,18823.0,0.6059,,0.8571,,,0.3698
146700,0.799,0.0,0.0,0.1206,0.2529,0.5662,0.0265,,,,680.0,44,730307,7303,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068,0.0,0.0,0.0,0.1932,0.0,0.0,0.0,0.0014,0.0363,0.0,0.0126,,12900.0,,,,,,12462.0,12606.0,14996.0,14017.0,16946.0,0.836,,0.6793,,,0.316
150251,0.7074,0.0,0.6591,0.7273,0.10800000000000001,0.1023,0.0227,,,,176.0,89,2615800,26158,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0574,,21700.0,,,,,,20934.0,22974.0,,25094.0,,0.5811,,0.6939,,0.6512,0.8679
478953,0.536,0.0,0.0,0.6907,0.1031,0.067,0.0052,,,,194.0,47,2343401,23434,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2418,0.0,0.0,0.0,0.0093,0.0556,0.0,0.0,,22242.0,,,,,,21356.0,21963.0,21639.0,26434.0,,0.4907,,0.8571,,1.0,0.3565
233116,0.1004,0.0,0.6922,0.6616,0.1557,0.0727,0.035,,,,3372.0,29,992800,9928,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0108,0.0217,0.023,0.0149,0.0,0.0,0.4946,0.0,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0014,0.0,0.0312,0.0,0.0,0.0,0.0095,0.0,0.0,0.0149,0.2331,0.0881,0.0,0.0034,0.0022,0.0449,0.0081,0.0132,6672.0,,5517.0,5833.0,8051.0,9879.0,10998.0,,,,,,0.2758,,0.7020000000000001,,0.4567,0.33299999999999996
219046,0.4813,0.0063,0.2217,0.8159,0.0134,0.0542,0.0072,485.0,505.0,477.0,2770.0,85,345900,3459,0,440.0,533.0,420.0,523.0,425.0,575.0,18.0,22.0,17.0,22.0,17.0,22.0,,,20.0,20.0,20.0,,951.0,951.0,0.0,0.0,0.0,0.0072,0.07,0.0,0.0,0.0,0.2244,0.0,0.0359,0.0,0.0,0.0287,0.1005,0.0,0.0431,0.009000000000000001,0.0,0.0,0.0808,0.0,0.0,0.0162,0.0,0.0557,0.0,0.0557,0.0395,0.0,0.0,0.0,0.0,0.0323,0.0,0.1795,0.0215,0.0395,0.0024,0.0388,0.0131,0.0076,13706.0,,11178.0,11850.0,14585.0,16255.0,15903.0,,,,,,0.3443,0.6279,,0.5106,,0.2841
367459,0.2106,0.0,0.5828,0.6447,0.0254,0.1787,0.0339,,,,5908.0,39,3063300,30633,0,,,,,,,,,,,,,,,,,,,,,0.0072,0.0021,0.0,0.0,0.0,0.0,0.0236,0.037000000000000005,0.0298,0.0,0.0236,0.0113,0.0185,0.0,0.4343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,0.2413,0.0975,0.0,0.0152,0.0038,0.0382,0.0166,0.0175,6474.0,,5239.0,5887.0,8299.0,9760.0,10213.0,,,,,,0.3985,,0.5609,,0.45299999999999996,0.3597
125091,0.0,0.0,0.6043,0.2804,0.1048,0.5287,0.0253,,,,9825.0,26,133500,1335,0,,,,,,,,,,,,,,,,,,,,,0.0054,0.0,0.0,0.0,0.0046,0.0,0.013000000000000001,0.01,0.0,0.0008,0.0084,0.0698,0.0069,0.0,0.1773,0.0,0.0,0.0061,0.0,0.2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0499,0.0,0.0038,0.0138,0.0975,0.0061,0.0,0.0414,0.1512,0.0982,0.0015,0.0036,0.0028,0.0463,0.0005,0.0082,7349.0,,7007.0,7708.0,9416.0,9911.0,,,,,,,0.4426,,0.6629,,0.4769,0.3739
156620,0.5513,0.0131,0.1619,0.8487,0.059000000000000004,0.0275,0.0067,515.0,520.0,483.0,13127.0,78,196300,1963,0,420.0,560.0,420.0,560.0,400.0,520.0,19.0,24.0,19.0,25.0,17.0,24.0,6.0,8.0,22.0,22.0,21.0,7.0,1008.0,1008.0,0.0109,0.0095,0.0,0.0,0.0354,0.0047,0.0036,0.0,0.1022,0.0004,0.0405,0.0179,0.0095,0.0142,0.1175,0.0,0.0288,0.0033,0.0,0.0062,0.0281,0.0018,0.0,0.0153,0.0,0.0485,0.1481,0.0241,0.0321,0.0,0.0,0.0,0.0084,0.0212,0.17,0.0711,0.0117,0.0032,0.0011,0.0233,0.017,0.0168,10686.0,,8483.0,8997.0,11561.0,14285.0,14957.0,,,,,,0.4242,0.7183,,0.4737,,0.254
45897307,,,,,,,,,,,,103,10145908,1459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155715,0.2691,0.0,0.096,0.6189,0.1006,0.1387,0.0015,,,,656.0,22,193800,1938,0,,,,,,,,,,,,,,,,,,,,,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591,0.0084,0.0,0.0,0.0,0.73,0.0063,0.0,0.012,0.0022,0.0995,0.0175,0.0404,6080.0,,4574.0,4579.0,6936.0,8199.0,8539.0,,,,,,0.3089,,0.5515,,0.2727,0.3426
190673,0.0616,0.0,0.3325,0.1322,0.2288,0.3267,0.2335,,,,13596.0,24,269700,2697,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0152,0.0573,0.0,0.0,0.0,0.3751,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.0,0.0,0.0801,0.0,0.0,0.0,0.0066,0.0,0.0,0.0547,0.1323,0.2063,0.0,0.0085,0.0096,0.0115,0.0552,0.0,4919.0,,4147.0,5533.0,8293.0,10584.0,10935.0,,,,,,0.4946,,0.69,,0.5015,0.2012
451662,0.6506,0.0,0.6416,0.5927,0.1984,0.1287,0.0129,,,,4662.0,131,747000,7470,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0128,0.0,0.2149,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6917,0.0,0.0559,0.0,0.0133,0.008,0.0,0.0,0.0578,,23260.0,,,,,,22672.0,22211.0,26427.0,,,0.6743,0.3158,,0.2298,,0.7169
413413,0.8964,0.0,0.8352,0.4554,0.2072,0.078,0.0161,,,,9385.0,63,3267300,32673,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.067,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.1291,0.4485,0.0,0.0042,0.0049,0.0225,0.0029,0.1634,,14557.0,,,,,,14557.0,,,,,0.5505,0.0,,0.2214,,0.9626
139393,0.499,0.0169,0.0082,0.8624,0.0275,0.0336,0.0143,570.0,605.0,580.0,981.0,68,348400,3484,0,540.0,660.0,510.0,620.0,530.0,650.0,23.0,29.0,24.0,32.0,22.0,27.0,6.0,8.0,26.0,28.0,25.0,7.0,1175.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.1029,0.0,0.0,0.0,0.0,0.1358,0.0,0.0,0.0741,0.0123,0.0,0.0864,0.0,0.037000000000000005,0.0576,0.0206,0.0,0.0576,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0864,0.0,0.07,0.0576,0.0038,0.0019,0.0216,0.0225,0.0,,21715.0,,,,,,15834.0,17236.0,19210.0,23527.0,26438.0,0.2871,0.8508,,,,0.0254
106397,0.3905,0.01,0.1114,0.7652,0.0479,0.0818,0.0244,565.0,550.0,,22254.0,58,110800,1108,0,500.0,610.0,510.0,620.0,,,23.0,28.0,23.0,30.0,23.0,27.0,,,26.0,27.0,25.0,,1155.0,1155.0,0.0417,0.0074,0.0179,0.0008,0.0732,0.0,0.0113,0.0,0.0433,0.096,0.0,0.0512,0.0,0.0189,0.0,0.0,0.0525,0.0067,0.0,0.0,0.0556,0.0018,0.0,0.0333,0.0,0.0343,0.0212,0.0131,0.0735,0.0,0.0,0.0,0.0,0.0338,0.0806,0.1979,0.0218,0.0117,0.0009,0.0316,0.0279,0.0037,14143.0,,10703.0,11721.0,15172.0,17046.0,16893.0,,,,,,0.2359,0.8284,,0.6409999999999999,,0.1044
224226,0.6036,0.0,0.2364,0.6018,0.1383,0.1644,0.0196,550.0,560.0,,3109.0,56,356000,3560,0,466.0,649.0,462.0,640.0,,,18.0,27.0,,,,,,,23.0,,,,1075.0,1075.0,0.0,0.0,0.0,0.0,0.0897,0.0,0.0068,0.0,0.038,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0245,0.0136,0.0,0.1467,0.0326,0.0041,0.1005,0.0,0.0,0.1087,0.0149,0.0,0.0285,0.0,0.0,0.0,0.0,0.0652,0.0353,0.2704,0.0082,0.0074,0.0018,0.0,0.0646,0.0,,23705.0,,,,,,20332.0,19651.0,23516.0,25533.0,26062.0,0.294,0.7234,,0.5,,0.3223
224891,0.0946,0.0,0.1496,0.5152,0.0549,0.3693,0.0019,,,,528.0,24,356800,3568,0,,,,,,,,,,,,,,,,,,,,,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.3333,0.0,0.0,0.0056,0.1977,0.0,0.0056,0.0056,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0056,0.0,0.0,0.0056,0.0,0.0,0.1695,0.0,0.0,0.1073,0.0226,0.0,0.0421,0.0,0.0,0.0266,0.0044,7102.0,,6699.0,5594.0,9766.0,10911.0,10186.0,,,,,,0.3336,,0.442,,0.5556,0.1951
443650,0.8390000000000001,0.0,0.2746,0.623,0.2725,0.0246,0.002,,,,488.0,136,2614203,26142,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0,0.0,0.0289,0.0,0.7524,0.0514,0.0,0.0,0.0,0.0201,0.0,0.0517,,21131.0,,,,,,21070.0,25379.0,,,,0.8333,,0.6364,,0.525,0.5566
167729,0.6276,0.0054,0.1693,0.6505,0.0971,0.1415,0.0346,495.0,495.0,,7016.0,67,218800,2188,0,440.0,540.0,448.0,540.0,,,19.0,23.0,,,,,,,21.0,,,,984.0,984.0,0.0,0.0,0.0,0.0,0.0506,0.0,0.0155,0.0,0.08900000000000001,0.0,0.0,0.0,0.0,0.0276,0.0101,0.0,0.0519,0.0061,0.0,0.0,0.0391,0.0,0.0,0.0142,0.0,0.091,0.0836,0.0418,0.0445,0.0,0.0,0.0,0.0,0.0445,0.1301,0.2185,0.0351,0.0018,0.0004,0.0217,0.0368,0.0174,15762.0,,11612.0,13126.0,16033.0,18182.0,19495.0,,,,,,0.33399999999999996,0.8109999999999999,,0.3846,,0.265
484729,0.55,0.0,0.0,0.0551,0.2458,0.0424,0.0,,,,236.0,113,42098827,20988,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902,0.0,0.0073,0.0029,0.0482,0.0102,0.3348,,17980.0,,,,,,17505.0,18110.0,21942.0,20186.0,,0.6581,0.5122,,,,
40884402,,,,,,,,,,,,107,2547602,25476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404426,0.1573,0.0088,0.5794,0.5483,0.0146,0.1835,0.0097,,,,2670.0,44,3100400,31004,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0035,0.0,0.0035,0.0,0.0,0.0105,0.0,0.0488,0.0,0.0035,0.0,0.4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348,0.0801,0.0,0.0105,0.0035,0.0,0.0,0.0,0.0174,0.2753,0.0732,0.0,0.1787,0.006,0.0423,0.0,0.0229,9682.0,,8334.0,8829.0,11658.0,13961.0,14099.0,,,,,,0.2723,,0.4965,,0.337,0.3327
190293,0.7073,0.0,0.1268,0.1831,0.6761,0.0704,0.0141,,,,71.0,53,818903,8189,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.016,0.0,0.0,,14112.0,,,,,,14112.0,,,,,0.7721,,0.6667,,0.0,0.3952
148131,0.7342,0.0151,0.0426,0.7179,0.1138,0.0352,0.0148,530.0,505.0,,1081.0,67,174500,1745,0,460.0,490.0,410.0,490.0,,,19.0,25.0,19.0,25.0,17.0,25.0,,,22.0,22.0,21.0,,1024.0,1024.0,0.0,0.0,0.0,0.0,0.0608,0.0,0.0114,0.0,0.1103,0.0,0.0,0.0,0.0,0.0038,0.0456,0.0,0.0989,0.0076,0.0,0.0,0.0684,0.0076,0.0,0.0266,0.0,0.0646,0.0722,0.0532,0.019,0.0,0.0,0.0,0.0076,0.0152,0.0913,0.2167,0.0152,0.0065,0.0065,0.0149,0.0056,0.1014,,16734.0,,,,,,14612.0,13667.0,15704.0,19516.0,20021.0,0.4189,0.7564,,,,0.1179
417992,0.9221,0.0,0.5,0.5595,0.1905,0.1905,0.0,,,,84.0,29,2124000,21240,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,16179.0,,14073.0,19688.0,,19688.0,19688.0,,,,,,0.6849,,0.9,,,0.5556
451671,0.4079,0.0,0.4417,0.7164,0.0536,0.1385,0.0257,535.0,570.0,540.0,1791.0,51,153702,1537,0,520.0,620.0,510.0,590.0,500.0,580.0,21.0,26.0,21.0,26.0,21.0,26.0,6.0,8.0,24.0,24.0,24.0,7.0,1105.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407,0.0,0.0815,0.0,0.0,0.0,0.0,0.0367,0.0367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.0,0.0,0.1752,0.0,0.0,0.0,0.0,0.0,0.0978,0.3381,0.0367,0.0041,0.0012,0.0213,0.0047,0.0207,6175.0,,4665.0,4415.0,9759.0,10014.0,,,,,,,0.4179,0.75,,1.0,,0.5735
13830901,,,,,,,,,,,,66,869411,8694,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450599,0.7203,0.0,0.0,0.2706,0.6118,0.0471,0.0118,,,,85.0,71,1054206,10542,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.037000000000000005,0.0,0.0093,,14123.0,,,,,,13743.0,14678.0,15978.0,18205.0,,0.7857,,0.5636,,,0.4429
149772,0.698,0.0037,0.1242,0.6011,0.2078,0.1162,0.0087,,,,8543.0,71,178000,1780,0,,,,,,,18.0,23.0,17.0,23.0,17.0,23.0,,,21.0,20.0,20.0,,970.0,970.0,0.046,0.0,0.0,0.0023,0.0686,0.0095,0.013999999999999999,0.0,0.0496,0.0014,0.0086,0.0338,0.0,0.0189,0.1358,0.0,0.0388,0.0063,0.0,0.0,0.0654,0.0005,0.0,0.0158,0.0,0.0415,0.1831,0.0226,0.0361,0.0,0.0,0.0,0.0,0.0284,0.0383,0.1186,0.0117,0.0013,0.0008,0.0233,0.022000000000000002,0.0323,17988.0,,14317.0,16245.0,19803.0,22768.0,22905.0,,,,,,0.4444,0.7205,,0.4524,,0.14300000000000002
204945,0.3698,0.0,0.6109,0.7136,0.1359,0.0843,0.0117,,,,6836.0,60,575300,5753,0,,,,,,,,,,,,,,,,,,,,,0.0167,0.0,0.0,0.0,0.0043,0.0,0.0284,0.0025,0.0413,0.0012,0.1184,0.0,0.0,0.0019,0.11599999999999999,0.0,0.0068,0.0012,0.0,0.0012,0.0019,0.0,0.0,0.0006,0.0,0.0043,0.0487,0.016,0.0012,0.0,0.0012,0.066,0.0,0.0432,0.2887,0.1851,0.0019,0.0032,0.0004,0.0269,0.0101,0.0231,7395.0,,6274.0,6776.0,9026.0,10497.0,10471.0,,,,,,0.4182,,0.4809,,0.3468,0.4574
213622,0.8632,0.0,0.2676,0.9014,0.0282,0.0,0.0,,510.0,505.0,71.0,28,655100,6551,0,485.0,595.0,450.0,480.0,,,19.0,26.0,21.0,23.0,21.0,25.0,,,23.0,22.0,23.0,,1008.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,,24449.0,,,,,,22905.0,,21811.0,27387.0,,0.4728,,0.5556,,,0.6087
442073,0.8193,0.0,0.3451,0.2018,0.3327,0.3805,0.0442,,,,565.0,45,1246103,12461,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7324,0.0,0.0,0.0062,0.0,0.0092,0.0,0.0062,,22638.0,,,,,,21932.0,23392.0,24574.0,26175.0,,0.6809,,0.8068,,0.6739,0.4512
484765,0.2671,0.0,0.0,0.1091,0.1472,0.0584,0.0051,,,,394.0,113,82098821,20988,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.1313,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0673,0.5387,0.0,0.0054,0.0045,0.0495,0.0135,0.3705,,17597.0,,,,,,17193.0,17199.0,22844.0,,,0.3767,0.2857,,,,
476355,0.3506,0.0,0.0,0.4167,0.0208,0.0729,0.0833,,,,96.0,31,3125603,31256,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0707,,,,,,,,,,,,,0.0825,,,,,0.6907
248624,0.5588,0.0,0.0,0.9623,0.0377,0.0,0.0,,,,53.0,35,533000,5330,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.0,,9383.0,,,,,,,,,,0.6475,,0.9167,,,0.578
192712,0.6683,0.0,0.0022,0.2451,0.0656,0.0525,0.2932,,,,457.0,153,275900,2759,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.4319,0.036000000000000004,,37753.0,,,,,,31393.0,28510.0,45968.0,22403.0,43920.0,0.1538,0.8148,,,,0.0371
208123,0.7083,0.0,0.0,0.6818,0.0,0.0909,0.0,,,,22.0,43,3783400,37834,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22150.0,,,,,,22043.0,21745.0,,25920.0,,0.6486,,,,,0.45
114266,0.0094,0.0141,0.6751,0.0707,0.0256,0.4137,0.3834,,,,7464.0,38,1245200,12452,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0016,0.024,0.0,0.0032,0.0,0.0016,0.0112,0.0192,0.0,0.0625,0.0144,0.1058,0.0,0.0064,0.0304,0.0,0.1426,0.0,0.0,0.0,0.0064,0.0,0.0705,0.1074,0.0,0.0,0.0,0.0561,0.0,0.0,0.0112,0.0737,0.2356,0.016,0.0042,0.0051,0.0269,0.0049,0.0614,10056.0,,9621.0,10442.0,12620.0,13309.0,,,,,,,0.3182,,0.7196,,0.4681,0.3615
199999,0.7153,0.0027,0.1199,0.1394,0.7415,0.0329,0.0067,435.0,435.0,405.0,4654.0,90,298600,2986,0,400.0,460.0,400.0,470.0,370.0,450.0,16.0,19.0,14.0,18.0,16.0,19.0,,,18.0,16.0,18.0,,859.0,859.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.0182,0.0,0.0379,0.0,0.0,0.0,0.0,0.0066,0.0729,0.0,0.0182,0.0007,0.0,0.0058,0.0496,0.0,0.0,0.0073,0.0,0.0547,0.0248,0.016,0.0314,0.0,0.0,0.0,0.0,0.0168,0.5558,0.0525,0.0029,0.0044,0.0004,0.0291,0.016,0.0259,8200.0,,5912.0,7709.0,12094.0,14324.0,14464.0,,,,,,0.5796,0.7859,,0.5,,0.3358
238263,0.2789,0.0,0.6359,0.7086,0.0667,0.0962,0.0488,,,,11316.0,40,400700,4007,0,,,,,,,,,,,,,,,,,,,,,0.0078,0.0,0.0,0.0006,0.0078,0.0023,0.0693,0.0227,0.0072,0.0,0.0227,0.0,0.0072,0.0,0.0725,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0063,0.0,0.0526,0.0,0.0,0.0285,0.0242,0.0152,0.0,0.0216,0.5096,0.1159,0.0,0.0058,0.0007,0.039,0.0165,0.0096,8715.0,,6954.0,7690.0,10248.0,11761.0,11867.0,,,,,,0.3259,,,,,0.508
430421,0.5819,0.0,0.0,0.3,0.65,0.0,0.0,,,,20.0,44,1110901,11109,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0567,0.0,0.0149,,25231.0,,,,,,24551.0,25188.0,28052.0,30208.0,30208.0,0.6538,,0.6667,,,0.5198
