key-for-ranking,PCTFLOAN,PCIP16,PPTUG_EF,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,SATMTMID,SATVRMID,SATWRMID,UGDS,DEBT_EARNINGS_RATIO
434821,0.9675,0.0,0.0,0.113,0.8108,0.0542,0.0127,,,,867.0,58
180461,0.4238,0.0108,0.1408,0.8424,0.0066,0.0388,0.0094,570.0,560.0,550.0,14149.0,70
260965,0.5728,0.0,0.0,0.6125,0.225,0.1125,0.0125,,,,80.0,70
48065701,,,,,,,,,,,,66
178387,0.4605,0.0013,0.1798,0.7846,0.1012,0.012,0.0154,,,,4150.0,77
240374,0.5685,0.0072,0.2166,0.6697,0.0907,0.1448,0.0345,,,,4145.0,74
380474,0.8935,0.0,0.5142,0.6154,0.0121,0.1862,0.0081,,,,247.0,38
433466,0.512,0.0,0.0755,0.1635,0.2862,0.2547,0.0063,,,,318.0,45
475273,0.8921,0.0,0.3921,0.1905,0.5393,0.2077,0.005,,,,992.0,65
210146,0.4281,0.0102,0.2013,0.5898,0.0251,0.1155,0.018000000000000002,495.0,520.0,,4391.0,72
443562,0.0404,0.0,0.313,0.0,0.0,1.0,0.0,,,,706.0,28
184180,0.1673,0.0,0.4914,0.5753,0.0516,0.2091,0.0498,,,,7188.0,29
445656,0.6058,0.0,0.5123,0.8457,0.0185,0.0679,0.0247,,,,162.0,30
196158,0.7211,0.0078,0.0227,0.7679,0.0689,0.0749,0.0188,500.0,510.0,,4352.0,80
450076,0.6703,0.0,0.0,0.0641,0.8805,0.0204,0.0233,,,,343.0,27
432302,0.6849,0.0,0.0,0.1786,0.14800000000000002,0.6122,0.0255,,,,196.0,38
37727201,,,,,,,,,,,,24
407407,0.4566,0.0,0.3109,0.2605,0.3277,0.3529,0.0336,,,,119.0,33
218858,0.3312,0.0,0.5932,0.4425,0.475,0.0332,0.0055,,,,2920.0,41
481890,0.5645,0.0,0.0,0.9231,0.0577,0.0192,0.0,,,,52.0,42
261676,0.5746,0.0,0.0,0.9222,0.0444,0.0333,0.0,,,,90.0,42
184816,0.7661,0.0,0.2651,0.1205,0.4337,0.2169,0.0,,,,83.0,67
180595,0.6603,0.0,0.0316,0.7718,0.0215,0.0576,0.0079,496.0,497.0,489.0,885.0,86
147396,0.6842,0.0,0.0227,0.8409,0.0227,0.1136,0.0,,,,88.0,32
221999,0.1354,0.0157,0.0053,0.5152,0.0923,0.0918,0.1246,760.0,745.0,730.0,6844.0,27
243197,0.1532,0.0108,0.0585,0.0,0.0,0.9443,0.0,,,,11987.0,22
200633,0.8315,0.0,0.1844,0.1844,0.6879,0.0496,0.0,,,,141.0,115
151458,0.9201,0.0,0.0,0.8185,0.0318,0.0414,0.0,,,,314.0,43
13508111,,,,,,,,,,,,92
383330,0.7982,0.0,0.0833,0.5833,0.2,0.0,0.0,,,,60.0,35
105145,0.2047,0.0,0.7148,0.3247,0.1136,0.4129,0.0345,,,,4435.0,28
449250,0.6564,0.0,0.0,0.215,0.1039,0.6063,0.0121,,,,414.0,37
172918,0.336,0.0,0.2451,0.8984,0.0129,0.0375,0.0045,,,,1546.0,33
457031,0.519,0.0,0.0,0.9149,0.0213,0.0426,0.0,,,,47.0,50
232618,0.7208,0.0,0.7919,0.7803,0.1908,0.0173,0.0058,,,,173.0,37
194569,0.3872,0.0,0.2254,0.6573,0.1549,0.0516,0.0329,,,,213.0,86
480134,0.6364,0.0,1.0,0.8314,0.0872,0.0552,0.0145,,,,344.0,63
437732,0.8058,0.0,0.2992,0.1639,0.6066,0.1107,0.0697,,,,244.0,42
443483,0.8775,0.0,0.5412,0.4235,0.0941,0.0824,0.0353,,,,85.0,32
15098710,,,,,,,,,,,,40
232502,0.6505,0.0,0.0,0.1,0.8,0.0,0.0,,,,10.0,62
131283,0.5368,0.0111,0.040999999999999995,0.6534,0.0534,0.1289,0.0363,,,,3220.0,57
407355,0.6087,0.0,0.0,0.7435,0.0628,0.1257,0.0,,,,191.0,61
44378403,,,,,,,,,,,,103
238005,0.7229,0.0,0.0,0.5775,0.3239,0.0423,0.0563,,,,71.0,65
162104,0.1868,0.0,0.5871,0.7498,0.1077,0.0536,0.0101,,,,2274.0,37
164447,0.8575,0.0,0.0433,0.3871,0.2564,0.1399,0.0121,441.0,435.0,430.0,1408.0,72
418205,0.2512,0.0,0.4545,0.9021,0.0524,0.0,0.0,,,,286.0,25
175078,0.2137,0.0,0.2025,0.7454,0.0582,0.0405,0.0224,510.0,410.0,433.0,2321.0,62
203128,0.7336,0.0108,0.1355,0.6509,0.1653,0.04,0.0123,479.0,475.0,504.0,974.0,81
183804,0.0,0.0,0.0067,0.9705,0.0,0.0011,0.0,,,,2676.0,38
139199,0.7074,0.0,0.3663,0.4811,0.3284,0.0879,0.0201,460.0,485.0,485.0,1638.0,72
262341,0.8046,0.0,0.0,0.5016,0.1699,0.2141,0.0131,,,,612.0,45
183105,0.5381,0.0,0.5765,0.9041,0.0029,0.0172,0.0014,,,,699.0,36
179645,0.237,0.0,0.3407,0.8134,0.109,0.0137,0.0048,,,,2926.0,48
233541,0.6871,0.0,0.034,0.5673,0.1198,0.0661,0.0259,495.0,505.0,475.0,2087.0,67
375984,0.7744,0.0,0.2096,0.0147,0.7316,0.0625,0.0074,,,,272.0,71
16822703,,,,,,,,,,,,51
151379,0.436,0.013999999999999999,0.3348,0.8409,0.0703,0.0346,0.0123,460.0,475.0,460.0,4964.0,60
219718,0.6286,0.0,0.146,0.516,0.3963,0.0152,0.0034,475.0,453.0,458.0,4068.0,87
156471,0.8966,0.0,0.5277,0.7144,0.1267,0.0547,0.0135,,,,1334.0,53
190594,0.1218,0.0264,0.2219,0.2476,0.10400000000000001,0.2986,0.2654,590.0,570.0,,15632.0,33
123457,0.9211,0.0025,0.0596,0.5914,0.0393,0.1574,0.0444,485.0,498.0,480.0,788.0,58
162007,0.6419,0.0,0.1513,0.0218,0.8577,0.0343,0.0114,420.0,440.0,430.0,4632.0,75
221768,0.5469,0.0056,0.1135,0.7717,0.1433,0.0233,0.0056,535.0,538.0,,5576.0,82
13508101,,,,,,,,,,,,92
176035,0.5599,0.0,0.0841,0.5338,0.3813,0.0043,0.0043,615.0,465.0,,2308.0,48
177302,0.7995,0.0,0.0,0.3605,0.2946,0.095,0.0116,,,,516.0,56
187444,0.4577,0.005,0.1652,0.4155,0.1653,0.2898,0.07,495.0,490.0,,8972.0,68
448071,0.1572,0.0,0.2564,0.2667,0.3179,0.2872,0.0513,,,,195.0,27
417734,0.823,0.0,0.628,0.9324,0.0242,0.0145,0.0048,,,,207.0,42
434274,0.363,0.0,0.3049,0.4268,0.3049,0.2439,0.0,,,,82.0,93
226408,0.0573,0.0,0.7213,0.4511,0.1915,0.3143,0.023,,,,2784.0,25
122366,0.4621,0.0,0.0769,0.5983,0.0256,0.0598,0.0684,,,,117.0,85
175883,0.0512,0.0,0.1439,0.6158,0.3366,0.0091,0.0049,,,,4266.0,27
220312,0.7649,0.0,0.0318,0.735,0.1307,0.0459,0.0,450.0,455.0,,283.0,76
197966,0.0,0.0082,0.6013,0.6264,0.255,0.0598,0.0031,,,,953.0,47
418968,0.6324,0.0,0.0,0.0,0.2143,0.6429,0.0,,,,14.0,28
216764,0.629,0.0088,0.0946,0.7645,0.1139,0.0556,0.0224,535.0,525.0,520.0,14131.0,61
160065,0.6109,0.0,0.4239,0.2559,0.1614,0.0643,0.0354,,,,762.0,78
190585,0.0818,0.0,0.3783,0.0234,0.2578,0.6353,0.0258,,,,6506.0,24
406024,0.8776,0.0,0.5073,0.6299,0.1653,0.1081,0.0301,,,,962.0,53
212753,0.7089,0.0,0.3455,0.2455,0.3455,0.2273,0.0091,,,,110.0,67
245342,0.9588,0.0,0.0,0.083,0.8864,0.0034,0.0045,,,,880.0,109
21608301,,,,,,,,,,,,79
128896,0.9365,0.0,0.7491,0.5993,0.1086,0.1798,0.0037,,,,267.0,32
204839,0.4819,0.0,0.2264,0.8987,0.0213,0.0119,0.0034,,,,1175.0,61
129242,0.5025,0.0053,0.0387,0.7681,0.0248,0.0771,0.022000000000000002,,,,3955.0,49
238397,0.4655,0.0,0.5959,0.7758,0.0639,0.0964,0.0118,,,,2034.0,31
460136,0.6377,0.0,0.0,0.192,0.1682,0.5214,0.0746,,,,1005.0,33
230746,0.1626,0.0013,0.6688,0.6644,0.0243,0.1892,0.0402,,,,21830.0,26
101143,0.1738,0.0,0.395,0.6315,0.2432,0.0656,0.0184,,,,1357.0,25
44376602,,,,,,,,,,,,103
154013,0.8043,0.0,0.3338,0.7917,0.0662,0.0153,0.0191,555.0,,,1570.0,51
115931,0.4228,0.0,0.0,0.1451,0.059000000000000004,0.5692,0.1202,,,,441.0,30
241191,0.4305,0.0,0.0794,0.0097,0.0138,0.9555,0.0016,,,,1235.0,80
123554,0.5935,0.0029,0.0714,0.4593,0.0398,0.2549,0.1115,520.0,535.0,560.0,2789.0,55
483355,0.6904,0.0,0.0,0.242,0.7397,0.0137,0.0,,,,219.0,25
434672,0.1698,0.0053,0.6937,0.3998,0.3932,0.0498,0.0604,,,,19338.0,41
482398,0.875,0.0,0.1962,0.5443,0.3924,0.0316,0.0127,,,,158.0,89
166887,0.134,0.0,0.6147,0.5526,0.0781,0.1985,0.1278,,,,7709.0,19
442657,0.626,0.0,0.0,0.0649,0.0378,0.8811,0.0054,,,,185.0,45
37593901,,,,,,,,,,,,55
382461,0.6,0.0,0.2273,0.8182,0.1818,0.0,0.0,,,,44.0,60
482653,0.5317,0.0,0.5257,0.2791,0.3631,0.1545,0.0352,,,,369.0,110
23368410,,,,,,,,,,,,103
228875,0.2841,0.0086,0.0295,0.7218,0.0505,0.1237,0.0281,595.0,580.0,585.0,8852.0,44
131061,0.4944,0.0,0.2721,0.6471,0.2059,0.0882,0.0,,,,136.0,51
151290,0.8418,0.0,0.4008,0.3551,0.3697,0.040999999999999995,0.0042,470.0,450.0,435.0,7179.0,77
185970,0.5184,0.0,0.4773,0.6273,0.1318,0.1682,0.0045,,,,220.0,45
235237,0.2189,0.0019,0.5292,0.4683,0.1033,0.1269,0.0551,,,,4879.0,34
449311,0.9381,0.0,0.42,0.01,0.16,0.8,0.01,,,,100.0,52
212133,0.7294,0.0133,0.1403,0.4866,0.2112,0.1985,0.0161,515.0,520.0,,2045.0,79
455327,0.8989,0.0,0.7170000000000001,0.4906,0.2264,0.2264,0.0,,,,53.0,33
132602,0.8211,0.0,0.0422,0.0158,0.7944,0.0291,0.0003,,,,3741.0,147
229063,0.6743,0.0043,0.1198,0.0297,0.7815,0.0573,0.0201,405.0,403.0,390.0,6562.0,119
44903808,,,,,,,,,,,,103
194879,0.4878,0.0,0.3289,0.6447,0.1711,0.1053,0.0132,,,,76.0,51
164775,0.3937,0.0,0.6261,0.7779,0.0708,0.0912,0.0156,,,,1666.0,43
159966,0.5077,0.0,0.1313,0.6677,0.2141,0.0373,0.011000000000000001,546.0,494.0,470.0,5278.0,60
372718,0.5597,0.0,0.3042,0.6844,0.1407,0.1483,0.0114,,,,263.0,54
373058,0.9128,0.0,0.0,0.7745,0.1078,0.0392,0.0098,,,,102.0,94
241386,0.3004,0.0,0.3171,0.0,0.0,1.0,0.0,,,,391.0,60
484631,0.36,0.0,0.0,0.0961,0.055,0.1879,0.0206,,,,10930.0,113
128258,0.1416,0.0,0.3235,0.4389,0.0305,0.4103,0.0067,,,,1048.0,27
199157,0.7936,0.0128,0.1118,0.0663,0.8123,0.0432,0.011000000000000001,440.0,435.0,420.0,5897.0,116
238616,0.6325,0.004,0.2554,0.7341,0.1339,0.0166,0.0227,,,482.0,3614.0,67
225779,0.7333,0.0,0.0,0.0714,0.0714,0.8571,0.0,,,,42.0,73
199926,0.0764,0.0,0.3381,0.863,0.0326,0.0747,0.0047,,,,1686.0,36
23368402,,,,,,,,,,,,103
239017,0.5825,0.0871,0.01,0.6768,0.0378,0.077,0.0537,646.0,624.0,,1507.0,92
201399,0.9882,0.0,0.0,0.8382,0.1329,0.0058,0.0058,,,,173.0,45
238032,0.5066,0.0084,0.0422,0.7917,0.0479,0.0379,0.0151,515.0,508.0,,21428.0,69
45891901,,,,,,,,,,,,103
159382,0.3985,0.0,0.3114,0.6541,0.1842,0.026000000000000002,0.0101,455.0,485.0,425.0,2579.0,62
173902,0.4369,0.0861,0.0123,0.6433,0.0278,0.0631,0.0664,690.0,685.0,675.0,2122.0,67
452045,0.655,0.0,0.0,0.493,0.1256,0.0186,0.0884,,,,215.0,92
217776,0.6523,0.0,0.4142,0.606,0.2545,0.0433,0.0015,,,,1340.0,74
439491,1.0,0.0,0.0,0.2476,0.7203,0.0193,0.0096,,,,311.0,58
110316,0.8431,0.0,0.1429,0.5286,0.1429,0.1429,0.0143,,,,70.0,59
236744,0.6952,0.0,0.0,0.9487,0.0128,0.0385,0.0,,,,78.0,112
187903,0.0404,0.0,0.6781,0.3423,0.0627,0.5141,0.0117,,,,2311.0,26
138956,0.0,0.0,0.5865,0.4147,0.4814,0.0368,0.0142,,,,4022.0,18
139995,0.6907,0.0,0.0,0.3432,0.6568,0.0,0.0,,,,236.0,57
173887,0.7756,0.0,0.3324,0.6559,0.1353,0.0618,0.0588,,,,340.0,94
180984,0.5433,0.0,0.0227,0.7745,0.0462,0.0584,0.0097,509.0,488.0,,1233.0,71
157447,0.4958,0.0058,0.1735,0.8212,0.0732,0.0326,0.0112,505.0,515.0,500.0,11033.0,76
246974,0.5948,0.0,0.0433,0.1466,0.1947,0.5072,0.0938,,,,416.0,47
217794,0.5155,0.0,0.1803,0.3607,0.5902,0.0246,0.0164,,,,122.0,33
451352,0.1916,0.0,0.4161,0.2547,0.5901,0.0311,0.0124,,,,161.0,42
229416,0.5722,0.0,0.0,0.3283,0.1366,0.4256,0.0193,,,,1654.0,43
122296,0.7266,0.0,0.1985,0.3754,0.0385,0.1969,0.2538,,,,650.0,19
14902801,,,,,,,,,,,,46
484358,0.5882,0.0,0.0,0.8634,0.0488,0.0488,0.0,,,,205.0,37
203474,0.6392,0.0,0.7136,0.8279,0.0807,0.0215,0.0085,,,,2231.0,81
139311,0.5989,0.0,0.3992,0.1639,0.6577,0.0494,0.0535,,,,5752.0,87
444990,0.5679,0.0,0.0505,0.649,0.2308,0.0673,0.0096,,,,416.0,69
439482,1.0,0.0,0.0,0.1579,0.83,0.004,0.004,,,,247.0,58
372462,0.4381,0.0,0.0252,0.5546,0.2185,0.1176,0.0084,,,,119.0,38
245883,0.7043,0.0,0.8737,0.5789,0.0526,0.0947,0.0421,,,,95.0,87
227331,0.7598,0.0,0.1131,0.1086,0.0777,0.7564,0.003,465.0,455.0,,1326.0,79
407151,0.6531,0.0,0.0,0.8256,0.1512,0.0116,0.0116,,,,86.0,68
219383,0.7083,0.0034,0.1458,0.8699,0.0456,0.005,0.0124,525.0,535.0,,1207.0,62
145831,0.0689,0.0,0.5018,0.7866,0.0206,0.1468,0.0087,,,,2521.0,30
133508,0.2141,0.0,0.617,0.4921,0.1059,0.2935,0.0182,,,,11035.0,28
436836,0.3855,0.0113,0.1425,0.4038,0.0999,0.2583,0.1027,490.0,495.0,500.0,1382.0,46
101912,0.7149,0.0202,0.0541,0.0047,0.8656,0.0326,0.0017,425.0,455.0,,1719.0,142
229841,0.1739,0.0,0.5468,0.3223,0.1279,0.405,0.1236,,,,6287.0,26
161767,0.1051,0.0,0.6658,0.5724,0.1846,0.0726,0.0421,,,,11605.0,31
145558,,0.0,,,,,,,,,,9
230995,0.5686,0.0072,0.2057,0.7336,0.0481,0.08800000000000001,0.0276,,,,3078.0,64
455567,0.9161,0.0,0.0,0.1867,0.7533,0.01,0.0067,,,,300.0,94
447272,0.639,0.0,0.7163,0.0851,0.4149,0.3901,0.0284,,,,282.0,101
454698,0.8738,0.0,0.0,0.1471,0.0898,0.7282,0.0224,,,,401.0,52
147013,0.5931,0.0,0.1802,0.6545,0.1392,0.0523,0.0086,498.0,485.0,445.0,2220.0,65
187897,0.3605,0.0039,0.2924,0.2023,0.0532,0.5712,0.0058,,,,2066.0,47
213826,0.7275,0.0072,0.0623,0.7859,0.0257,0.0639,0.0229,520.0,510.0,500.0,1831.0,79
114390,0.6177,0.0,0.1416,0.3494,0.0452,0.2349,0.1807,,,,332.0,42
150987,0.2522,0.0,0.6506,0.7053,0.1353,0.0494,0.0171,,,,65092.0,40
175227,0.6993,0.0,0.1565,0.7633,0.054000000000000006,0.0278,0.0723,,,,1259.0,39
482097,0.4913,0.0,0.0,0.883,0.039,0.0426,0.0071,,,,282.0,42
127060,0.3691,0.0162,0.0453,0.6940000000000001,0.02,0.0974,0.0443,605.0,605.0,580.0,5738.0,53
110547,0.3274,0.0073,0.2642,0.0701,0.1295,0.6031,0.0964,,,,12666.0,42
134149,0.6257,0.0,0.8025,0.1852,0.6543,0.0741,0.0062,,,,162.0,115
204006,0.502,0.0,0.2874,0.7803,0.0999,0.0385,0.0221,,,,2672.0,64
207041,0.3677,0.0,0.1293,0.5476,0.0351,0.0536,0.004,535.0,400.0,,3249.0,54
220163,0.6512,0.0,0.5854,0.878,0.0976,0.0244,0.0,,,,41.0,58
138938,0.8101,0.0,0.4217,0.2716,0.5208,0.0639,0.0256,,,,313.0,38
441760,0.1665,0.0,0.5359,0.4927,0.2672,0.1823,0.0328,,,,2594.0,36
440952,0.8071,0.0,0.2605,0.2941,0.042,0.4748,0.0672,,,,238.0,45
375373,0.5127,0.0,0.0,0.9122,0.0195,0.0146,0.0049,,,,205.0,52
161873,0.5489999999999999,0.0,0.3738,0.3274,0.4805,0.0443,0.0465,445.0,475.0,478.0,3186.0,48
440767,0.7653,0.0,0.9179999999999999,0.4795,0.3525,0.0164,0.0615,,,,244.0,107
215929,0.6524,0.0066,0.0264,0.8057,0.0192,0.0921,0.0258,570.0,555.0,,3757.0,60
179256,0.6971,0.0,0.1143,0.581,0.3714,0.0,0.0,,,,105.0,109
179919,0.2236,0.0,0.122,0.5993,0.0976,0.1394,0.0105,,,,287.0,42
202985,0.6154,0.0,0.0,0.72,0.16,0.08,0.0,,,,50.0,32
205443,0.6382,0.0031,0.1183,0.8575,0.0596,0.0077,0.0051,,,,3355.0,88
136109,0.6619,0.0,0.1258,0.6225,0.2781,0.053,0.0132,,,,151.0,54
407391,0.4667,0.0,0.4306,0.7292,0.0625,0.1319,0.0,,,,144.0,39
451626,0.6589,0.0,0.4024,0.5854,0.0488,0.3537,0.0122,,,,82.0,46
485421,0.0,0.0,0.1355,0.0,0.0,0.9252,0.0,,,,214.0,28
375416,0.6916,0.0,0.0,0.1294,0.7234,0.0798,0.0071,,,,564.0,64
441548,0.7836,0.0,0.0,0.4775,0.1982,0.2523,0.045,,,,111.0,29
42817003,,,,,,,,,,,,55
444024,0.4692,0.0,0.0104,0.4178,0.1253,0.094,0.0627,,,,383.0,41
225502,0.5042,0.0077,0.5091,0.3194,0.1535,0.3522,0.0604,,,,3231.0,47
218724,0.6741,0.0,0.0668,0.6719,0.2034,0.0439,0.0052,510.0,500.0,,9460.0,81
483212,0.3168,0.0,0.465,0.5362,0.37799999999999995,0.0354,0.0073,,,,2598.0,37
171225,0.1197,0.0,0.6183,0.8320000000000001,0.0422,0.0375,0.0076,,,,1708.0,38
162609,0.3722,0.0,0.1225,0.6166,0.3142,0.0178,0.0,,,,506.0,51
173142,0.6756,0.0,0.0175,0.8421,0.0253,0.0331,0.0019,510.0,500.0,620.0,513.0,79
121886,0.0054,0.0023,0.768,0.0753,0.0216,0.7658,0.0648,,,,16714.0,16
156860,0.249,0.0,0.5303,0.5804,0.2412,0.1019,0.0143,,,,2376.0,46
230366,0.9008,0.0,0.4151,0.5,0.0472,0.1934,0.0354,,,,424.0,53
447102,0.7258,0.0,0.0,0.1404,0.073,0.7191,0.0225,,,,178.0,53
228088,0.4884,0.0,0.0,0.3103,0.0,0.6897,0.0,,,,29.0,70
188304,0.397,0.0,0.2854,0.2743,0.0664,0.5227,0.0282,,,,1808.0,88
175272,0.614,0.0116,0.1156,0.8597,0.0265,0.0297,0.0238,455.0,475.0,,7485.0,60
163578,0.4995,0.0,0.4074,0.5201,0.2739,0.0679,0.0817,515.0,535.0,,869.0,59
139250,0.4337,0.0,0.3349,0.644,0.2032,0.0561,0.0129,440.0,460.0,,3174.0,70
170736,0.6197,0.0,0.6034,0.5172,0.0345,0.0345,0.0,,,,58.0,76
227854,0.0591,0.0006,0.853,0.2108,0.1082,0.6093,0.0242,,,,7975.0,35
163338,0.6742,0.0,0.0775,0.0999,0.7568,0.0323,0.0104,430.0,440.0,405.0,3162.0,106
122180,0.0346,0.002,0.7355,0.2693,0.1027,0.3182,0.1922,,,,20141.0,49
140340,0.7107,0.0,0.3072,0.0735,0.7062,0.0367,0.0818,,,,599.0,83
152530,0.4628,0.0044,0.0211,0.8298,0.0336,0.0369,0.026000000000000002,550.0,550.0,545.0,1845.0,79
186274,0.5049,0.0,0.5341,0.1193,0.1534,0.6193,0.0114,,,,176.0,57
160621,0.8059,0.0,0.1091,0.027000000000000003,0.9245,0.0064,0.0033,490.0,480.0,455.0,4858.0,109
192022,0.3487,0.0,0.2479,0.6944,0.0813,0.125,0.0132,,,,2719.0,43
482635,0.5862,0.0,0.5399,0.3638,0.2277,0.2793,0.0246,,,,852.0,110
227216,0.5491,0.0138,0.1842,0.4577,0.1264,0.2343,0.0576,545.0,545.0,,31241.0,53
227368,0.3796,0.0188,0.2544,0.0256,0.0048,0.915,0.0129,480.0,470.0,450.0,23932.0,32
201645,0.4618,0.0088,0.0149,0.5026,0.0422,0.062,0.1987,725.0,660.0,670.0,5048.0,41
173647,0.649,0.0299,0.0129,0.7945,0.024,0.0489,0.0436,,,,2248.0,65
251312,0.6738,0.0,0.4282,0.2486,0.652,0.0395,0.0124,,,,885.0,93
216782,0.8947,0.0,0.349,0.4431,0.4471,0.0,0.0,,,,255.0,86
202046,0.7228,0.0,0.0065,0.6917,0.0897,0.0522,0.0359,545.0,570.0,525.0,613.0,97
155937,0.7358,0.0,0.0593,0.7003,0.1186,0.1298,0.0112,490.0,465.0,,624.0,79
244613,0.5062,0.0,0.4571,0.419,0.2571,0.2857,0.0143,,,,210.0,30
234979,0.0914,0.0117,0.3827,0.499,0.0113,0.3632,0.024,,,,5407.0,35
216287,0.1833,0.0647,0.0,0.4227,0.0669,0.126,0.1623,715.0,703.0,720.0,1540.0,51
215947,0.615,0.0031,0.0579,0.8156,0.075,0.0356,0.0102,,,,1573.0,80
460206,0.4423,0.0,0.0,0.1752,0.1029,0.6817,0.0145,,,,622.0,43
148292,0.1007,0.0039,0.5989,0.7679,0.1402,0.0153,0.0056,,,,2154.0,20
482608,0.7422,0.0,0.645,0.297,0.2831,0.0882,0.0325,,,,431.0,110
154800,0.4562,0.0007,0.4922,0.607,0.0973,0.1345,0.0465,,,,7419.0,41
196121,0.6858,0.006999999999999999,0.0978,0.7068,0.1115,0.0658,0.02,520.0,500.0,485.0,7066.0,59
441256,0.5875,0.0,0.0,0.6119,0.1343,0.1493,0.0746,,,,67.0,38
260813,0.8148,0.0,0.0,0.7421,0.0407,0.0814,0.0362,,,,221.0,78
213455,0.5376,0.0,0.8621,0.5468,0.0,0.1823,0.0148,,,,203.0,19
172291,0.1721,0.0,0.5365,0.8626,0.0302,0.0365,0.0044,,,,2518.0,45
447014,0.7837,0.0,0.0,0.5787,0.3149,0.0681,0.0043,,,,235.0,52
196042,0.3093,0.0,0.2061,0.5903,0.0979,0.1841,0.0809,495.0,475.0,,8591.0,38
188890,0.5076,0.0,0.2621,0.0621,0.2402,0.2128,0.0301,,,,1095.0,38
199281,0.6727,0.0085,0.1621,0.3666,0.3583,0.0535,0.0193,455.0,470.0,430.0,5344.0,81
110583,0.3695,0.0129,0.1357,0.1796,0.0396,0.4043,0.226,530.0,515.0,,32170.0,41
177579,0.8721,0.0,0.1525,0.7364,0.1499,0.0388,0.0103,,,,387.0,45
195526,0.3147,0.013000000000000001,0.009000000000000001,0.6396,0.0395,0.0909,0.0496,610.0,615.0,615.0,2661.0,50
192004,0.4257,0.0,0.0193,0.6785,0.0161,0.2026,0.0032,,,,311.0,66
24893412,,,,,,,,,,,,69
113193,0.0492,0.0038,0.5537,0.5924,0.0223,0.2854,0.0297,,,,7755.0,32
455619,0.762,0.0,0.0,0.584,0.228,0.068,0.02,,,,250.0,89
428286,0.7474,0.0,0.2427,0.4716,0.1194,0.2642,0.0391,,,,511.0,114
142294,0.6161,0.0115,0.0367,0.659,0.0241,0.1343,0.0157,,,,953.0,84
216852,0.6845,0.0014,0.1114,0.7031,0.1201,0.0498,0.0399,525.0,505.0,,3331.0,60
456302,0.7817,0.0,0.0,0.7037,0.1481,0.0,0.0,,,,27.0,92
204705,0.5486,0.0,0.1194,0.6957,0.1575,0.032,0.0357,,,,2438.0,57
159513,0.6405,0.0,0.0,0.4589,0.4932,0.0342,0.0068,,,,146.0,69
182704,0.4836,0.0,0.2872,0.9574,0.0213,0.0106,0.0,,,,94.0,45
192439,0.6617,0.0,0.0942,0.2112,0.2508,0.1462,0.1587,,,,4139.0,74
176479,0.6084,0.0,0.21899999999999997,0.597,0.311,0.0168,0.011000000000000001,490.0,475.0,,2087.0,66
138868,0.7891,0.0,0.1024,0.4728,0.3395,0.0464,0.0044,465.0,445.0,,1358.0,95
456454,0.8370000000000001,0.0,0.0,0.7245,0.0357,0.1633,0.0128,,,,392.0,53
427894,0.3711,0.0,0.2933,0.04,0.6867,0.1333,0.14,,,,150.0,32
137032,0.59,0.0,0.2885,0.3636,0.37,0.1168,0.0157,495.0,500.0,,10618.0,69
448798,0.7731,0.0,0.0,0.125,0.6528,0.125,0.0,,,,72.0,71
45897305,,,,,,,,,,,,103
162928,0.3443,0.0071,0.0048,0.3656,0.0609,0.1343,0.2448,755.0,730.0,720.0,5616.0,22
152309,0.8151,0.0,0.2604,0.7813,0.1458,0.0313,0.0104,,,,96.0,49
237701,0.518,0.0,0.0841,0.7569,0.1548,0.032,0.0017,,,,1189.0,69
201159,0.2268,0.0,0.4516,0.871,0.0839,0.0387,0.0,,,,155.0,21
440794,0.6382,0.0,0.1076,0.0628,0.4193,0.4283,0.0112,,,,446.0,70
148575,0.5172,0.0,0.2161,0.8906,0.0286,0.0339,0.0208,,,,384.0,29
246035,0.6218,0.0,0.0,0.5083,0.0875,0.2625,0.0667,,,,240.0,39
484756,0.4107,0.0,0.0,0.0736,0.1476,0.1636,0.004,,,,2256.0,113
112190,0.013999999999999999,0.0092,0.722,0.2257,0.0743,0.2453,0.3443,,,,19248.0,27
119164,0.0082,0.0023,0.6246,0.1102,0.0376,0.6121,0.1779,,,,26595.0,17
160445,0.6211,0.0,0.7197,0.6970000000000001,0.19699999999999998,0.0227,0.0455,,,,132.0,85
430157,0.5118,0.0,0.0367,0.7431,0.0275,0.0917,0.0367,,,,109.0,85
179894,0.5663,0.0071,0.2495,0.6101,0.1614,0.0598,0.0279,578.0,578.0,540.0,3042.0,69
166647,0.1352,0.0,0.5958,0.4958,0.16,0.1795,0.0525,,,,3850.0,19
155089,0.6449,0.0058,0.2096,0.6452,0.1194,0.067,0.0086,470.0,460.0,,1164.0,65
456010,0.5726,0.0,0.2453,0.3585,0.28300000000000003,0.1509,0.1509,,,,53.0,131
451529,0.8511,0.0,0.72,0.8933,0.0533,0.0267,0.0133,,,,75.0,42
123217,0.0199,0.0203,0.5329999999999999,0.2336,0.0272,0.6575,0.0361,,,,10581.0,21
448974,0.6868,0.0,0.2905,0.35200000000000004,0.4358,0.0726,0.0056,,,,179.0,37
211431,0.8385,0.0,0.2154,0.6396,0.1945,0.0266,0.0151,480.0,490.0,475.0,1393.0,74
419721,0.48100000000000004,0.0,0.0,0.0,0.0,1.0,0.0,,,,245.0,18
431886,0.6382,0.0,0.0,0.1062,0.115,0.677,0.0088,,,,226.0,47
